CaseID,Activity,EventType,Resource,Timestamp
28,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-20T06:42:48
28,Antrag prüfen,start,Manager_#0,2017-11-20T06:42:48
28,Antrag prüfen,complete,Manager_#0,2017-11-20T07:42:48
29,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-02T09:25:31
29,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-02T10:01:52
29,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-20T03:59:35
29,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-20T04:02:30
29,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-07T05:52:08
29,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-07T07:52:08
29,Antrag prüfen,start,Manager_#0,2017-11-07T07:52:08
29,Antrag prüfen,complete,Manager_#0,2017-11-07T08:52:08
30,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-02T10:01:52
30,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-02T10:04:49
30,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-11T07:02:24
30,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-11T09:02:24
30,Antrag prüfen,start,Manager_#0,2017-10-11T09:02:24
30,Antrag prüfen,complete,Manager_#0,2017-10-11T10:02:24
31,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-02T10:04:49
31,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-02T10:17:54
31,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-11T09:02:24
31,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-12T03:02:24
31,Antrag prüfen,start,Manager_#0,2017-10-12T03:02:24
31,Antrag prüfen,complete,Manager_#0,2017-10-12T04:02:24
31,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-01T05:42:22
31,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-01T05:44:56
31,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-10T09:07:09
31,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-13T03:07:09
31,Antrag prüfen,start,Manager_#0,2017-11-13T03:07:09
31,Antrag prüfen,complete,Manager_#0,2017-11-13T04:07:09
32,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-02T10:17:54
32,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-02T10:20:54
32,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-12T03:02:24
32,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-12T05:02:24
32,Antrag prüfen,start,Manager_#0,2017-10-12T05:02:24
32,Antrag prüfen,complete,Manager_#0,2017-10-12T06:02:24
33,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-02T10:20:54
33,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-02T10:33:45
33,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-12T05:06:54
33,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-12T07:06:54
33,Antrag prüfen,start,Manager_#0,2017-10-12T07:06:54
33,Antrag prüfen,complete,Manager_#0,2017-10-12T08:06:54
34,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-02T10:33:45
34,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-02T10:34:54
34,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-12T07:06:54
34,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-12T09:06:54
34,Antrag prüfen,start,Manager_#0,2017-10-12T09:06:54
34,Antrag prüfen,complete,Manager_#0,2017-10-12T10:06:54
35,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-02T10:34:54
35,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-02T10:39:36
35,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-12T09:06:54
35,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-13T03:06:54
35,Antrag prüfen,start,Manager_#0,2017-10-13T03:06:54
35,Antrag prüfen,complete,Manager_#0,2017-10-13T04:06:54
36,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-02T10:39:36
36,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-02T10:55:45
36,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-13T03:06:54
36,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-13T05:06:54
36,Antrag prüfen,start,Manager_#0,2017-10-13T05:06:54
36,Antrag prüfen,complete,Manager_#0,2017-10-13T06:06:54
36,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-01T05:44:56
36,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-01T05:53:32
36,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-13T03:07:09
36,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-13T05:07:09
36,Antrag prüfen,start,Manager_#0,2017-11-13T05:07:09
36,Antrag prüfen,complete,Manager_#0,2017-11-13T06:07:09
37,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-02T10:55:45
37,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T03:10:50
37,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-16T04:12:32
37,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-16T06:12:32
37,Antrag prüfen,start,Manager_#0,2017-10-16T06:12:32
37,Antrag prüfen,complete,Manager_#0,2017-10-16T07:12:32
38,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T03:10:50
38,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T03:25:27
38,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-16T06:12:32
38,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-16T08:12:32
38,Antrag prüfen,start,Manager_#0,2017-10-16T08:12:32
38,Antrag prüfen,complete,Manager_#0,2017-10-16T09:12:32
38,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-06T05:23:24
38,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-06T05:25:59
38,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-14T02:38:53
38,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-14T04:38:53
38,Antrag prüfen,start,Manager_#0,2017-11-14T04:38:53
38,Antrag prüfen,complete,Manager_#0,2017-11-14T05:38:53
39,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T03:25:27
39,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T03:28:43
39,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-16T08:12:32
39,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-16T10:12:32
39,Antrag prüfen,start,Manager_#0,2017-10-16T10:12:32
39,Antrag prüfen,complete,Manager_#0,2017-10-17T03:12:32
40,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T03:28:43
40,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T04:15:19
40,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-20T08:02:30
40,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-20T08:20:03
40,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-07T07:52:08
40,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-07T09:52:08
40,Antrag prüfen,start,Manager_#0,2017-11-07T09:52:08
40,Antrag prüfen,complete,Manager_#0,2017-11-08T02:52:08
40,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-16T04:07:00
40,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-16T04:41:01
40,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-24T02:03:16
40,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-24T02:14:30
40,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-28T07:36:47
40,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-28T09:36:47
40,Antrag prüfen,start,Manager_#0,2017-11-28T09:36:47
40,Antrag prüfen,complete,Manager_#0,2017-11-29T02:36:47
40,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-12-04T07:27:29
40,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-12-04T08:06:54
40,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-12-06T08:30:49
40,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-12-06T08:35:01
40,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-12-06T08:53:39
40,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-07T02:53:39
40,Antrag prüfen,start,Manager_#0,2017-12-07T02:53:39
40,Antrag prüfen,complete,Manager_#0,2017-12-07T03:53:39
40,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-12-11T02:06:45
40,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-12-11T02:27:49
40,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-12-11T04:46:35
40,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-11T06:46:35
40,Antrag prüfen,start,Manager_#0,2017-12-11T06:46:35
40,Antrag prüfen,complete,Manager_#0,2017-12-11T07:46:35
41,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T04:15:19
41,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T04:33:30
41,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-17T03:25:10
41,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-17T05:25:10
41,Antrag prüfen,start,Manager_#0,2017-10-17T05:25:10
41,Antrag prüfen,complete,Manager_#0,2017-10-17T06:25:10
41,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-06T09:32:48
41,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-06T09:56:59
41,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-15T09:21:29
41,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-15T09:27:56
41,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-22T06:44:16
41,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-22T08:44:16
41,Antrag prüfen,start,Manager_#0,2017-11-22T08:44:16
41,Antrag prüfen,complete,Manager_#0,2017-11-22T09:44:16
41,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-29T07:45:06
41,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-29T07:54:13
41,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-12-01T03:22:01
41,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-01T05:22:01
41,Antrag prüfen,start,Manager_#0,2017-12-01T05:22:01
41,Antrag prüfen,complete,Manager_#0,2017-12-01T06:22:01
42,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T04:33:30
42,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T04:42:09
42,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-17T05:25:10
42,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-17T07:25:10
42,Antrag prüfen,start,Manager_#0,2017-10-17T07:25:10
42,Antrag prüfen,complete,Manager_#0,2017-10-17T08:25:10
42,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-06T09:56:59
42,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-07T03:52:08
42,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-15T09:47:28
42,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-15T09:56:37
42,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-23T02:44:16
42,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-23T04:44:16
42,Antrag prüfen,start,Manager_#0,2017-11-23T04:44:16
42,Antrag prüfen,complete,Manager_#0,2017-11-23T05:44:16
43,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T04:42:09
43,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T04:44:26
43,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-17T07:25:10
43,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-17T09:25:10
43,Antrag prüfen,start,Manager_#0,2017-10-17T09:25:10
43,Antrag prüfen,complete,Manager_#0,2017-10-17T10:25:10
44,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T04:44:26
44,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T04:46:59
44,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-17T09:25:10
44,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-18T03:25:10
44,Antrag prüfen,start,Manager_#0,2017-10-18T03:25:10
44,Antrag prüfen,complete,Manager_#0,2017-10-18T04:25:10
45,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T04:46:59
45,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T05:01:33
45,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-18T03:25:10
45,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-18T05:25:10
45,Antrag prüfen,start,Manager_#0,2017-10-18T05:25:10
45,Antrag prüfen,complete,Manager_#0,2017-10-18T06:25:10
46,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T05:01:33
46,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T05:15:47
46,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-18T05:25:10
46,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-18T07:25:10
46,Antrag prüfen,start,Manager_#0,2017-10-18T07:25:10
46,Antrag prüfen,complete,Manager_#0,2017-10-18T08:25:10
46,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-08T03:52:08
46,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-08T03:56:48
46,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-14T07:07:58
46,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-14T09:07:58
46,Antrag prüfen,start,Manager_#0,2017-11-14T09:07:58
46,Antrag prüfen,complete,Manager_#0,2017-11-15T02:07:58
47,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T05:15:47
47,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T05:17:39
47,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-18T07:25:10
47,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-18T09:25:10
47,Antrag prüfen,start,Manager_#0,2017-10-18T09:25:10
47,Antrag prüfen,complete,Manager_#0,2017-10-18T10:25:10
48,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T05:17:39
48,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T06:11:11
48,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-20T08:20:03
48,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-20T08:22:48
48,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-07T09:52:08
48,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-08T03:52:08
48,Antrag prüfen,start,Manager_#0,2017-11-08T03:52:08
48,Antrag prüfen,complete,Manager_#0,2017-11-08T04:52:08
48,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-16T04:41:01
48,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-16T04:42:48
48,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-23T06:52:04
48,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-23T08:52:04
48,Antrag prüfen,start,Manager_#0,2017-11-23T08:52:04
48,Antrag prüfen,complete,Manager_#0,2017-11-23T09:52:04
49,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T06:11:11
49,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T06:28:50
49,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-18T09:25:10
49,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-19T03:25:10
49,Antrag prüfen,start,Manager_#0,2017-10-19T03:25:10
49,Antrag prüfen,complete,Manager_#0,2017-10-19T04:25:10
50,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-03T10:28:50
50,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-03T10:44:41
50,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-19T03:25:10
50,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-19T05:25:10
50,Antrag prüfen,start,Manager_#0,2017-10-19T05:25:10
50,Antrag prüfen,complete,Manager_#0,2017-10-19T06:25:10
51,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-04T04:44:41
51,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-04T04:47:58
51,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-19T05:29:45
51,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-19T07:29:45
51,Antrag prüfen,start,Manager_#0,2017-10-19T07:29:45
51,Antrag prüfen,complete,Manager_#0,2017-10-19T08:29:45
51,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-08T03:56:48
51,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-08T04:08:43
51,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-14T09:07:58
51,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-15T03:07:58
51,Antrag prüfen,start,Manager_#0,2017-11-15T03:07:58
51,Antrag prüfen,complete,Manager_#0,2017-11-15T04:07:58
52,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-04T04:47:58
52,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-04T05:11:25
52,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-19T07:29:45
52,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-19T09:29:45
52,Antrag prüfen,start,Manager_#0,2017-10-19T09:29:45
52,Antrag prüfen,complete,Manager_#0,2017-10-19T10:29:45
52,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-08T04:08:43
52,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-08T04:11:18
52,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-15T03:07:58
52,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-15T05:07:58
52,Antrag prüfen,start,Manager_#0,2017-11-15T05:07:58
52,Antrag prüfen,complete,Manager_#0,2017-11-15T06:07:58
52,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-23T09:36:41
52,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-23T09:38:34
52,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-28T05:36:47
52,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-28T07:36:47
52,Antrag prüfen,start,Manager_#0,2017-11-28T07:36:47
52,Antrag prüfen,complete,Manager_#0,2017-11-28T08:36:47
52,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-12-04T05:22:01
52,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-12-04T05:27:29
52,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-12-04T09:14:46
52,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-05T03:14:46
52,Antrag prüfen,start,Manager_#0,2017-12-05T03:14:46
52,Antrag prüfen,complete,Manager_#0,2017-12-05T04:14:46
53,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-05T03:11:25
53,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-05T03:15:56
53,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-20T04:02:30
53,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-20T06:02:30
53,Antrag prüfen,start,Manager_#0,2017-10-20T06:02:30
53,Antrag prüfen,complete,Manager_#0,2017-10-20T07:02:30
54,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-05T03:15:56
54,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-05T03:23:16
54,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-20T06:02:30
54,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-20T08:02:30
54,Antrag prüfen,start,Manager_#0,2017-10-20T08:02:30
54,Antrag prüfen,complete,Manager_#0,2017-10-20T09:02:30
55,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-05T07:23:16
55,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-05T07:23:19
55,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-20T08:22:48
55,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-20T10:22:48
55,Antrag prüfen,start,Manager_#0,2017-10-20T10:22:48
55,Antrag prüfen,complete,Manager_#0,2017-10-23T03:22:48
55,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-10T02:27:54
55,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-10T02:49:31
55,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-16T02:07:00
55,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-16T04:07:00
55,Antrag prüfen,start,Manager_#0,2017-11-16T04:07:00
55,Antrag prüfen,complete,Manager_#0,2017-11-16T05:07:00
55,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-24T02:14:30
55,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-24T02:47:25
55,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-29T08:30:34
55,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-29T08:41:04
55,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-12-04T03:22:01
55,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-04T05:22:01
55,Antrag prüfen,start,Manager_#0,2017-12-04T05:22:01
55,Antrag prüfen,complete,Manager_#0,2017-12-04T06:22:01
55,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-12-06T06:22:42
55,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-12-06T06:30:49
55,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-12-06T06:30:49
55,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-06T08:30:49
55,Antrag prüfen,start,Manager_#0,2017-12-06T08:30:49
55,Antrag prüfen,complete,Manager_#0,2017-12-06T09:30:49
56,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-05T09:23:19
56,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-05T09:36:51
56,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-20T10:22:48
56,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-23T04:22:48
56,Antrag prüfen,start,Manager_#0,2017-10-23T04:22:48
56,Antrag prüfen,complete,Manager_#0,2017-10-23T05:22:48
57,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-06T07:36:51
57,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-06T07:41:19
57,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-23T04:22:48
57,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-23T06:22:48
57,Antrag prüfen,start,Manager_#0,2017-10-23T06:22:48
57,Antrag prüfen,complete,Manager_#0,2017-10-23T07:22:48
58,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-10T03:41:19
58,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-10T04:14:32
58,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-24T09:17:35
58,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-24T09:18:05
58,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-09T06:27:54
58,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-09T08:27:54
58,Antrag prüfen,start,Manager_#0,2017-11-09T08:27:54
58,Antrag prüfen,complete,Manager_#0,2017-11-09T09:27:54
59,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-11T04:14:32
59,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-11T04:17:24
59,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-23T06:56:22
59,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-23T08:56:22
59,Antrag prüfen,start,Manager_#0,2017-10-23T08:56:22
59,Antrag prüfen,complete,Manager_#0,2017-10-23T09:56:22
60,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-11T04:17:24
60,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-11T04:34:24
60,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-23T08:56:22
60,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-23T10:56:22
60,Antrag prüfen,start,Manager_#0,2017-10-23T10:56:22
60,Antrag prüfen,complete,Manager_#0,2017-10-24T03:56:22
60,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-10T06:49:31
60,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-10T07:15:54
60,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-21T02:03:19
60,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-21T02:09:21
60,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-24T09:08:25
60,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-27T03:08:25
60,Antrag prüfen,start,Manager_#0,2017-11-27T03:08:25
60,Antrag prüfen,complete,Manager_#0,2017-11-27T04:08:25
61,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-11T04:34:24
61,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-11T04:36:41
61,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-23T10:56:22
61,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-24T04:56:22
61,Antrag prüfen,start,Manager_#0,2017-10-24T04:56:22
61,Antrag prüfen,complete,Manager_#0,2017-10-24T05:56:22
62,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-11T06:36:41
62,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-11T06:45:24
62,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-10-24T05:17:35
62,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-10-24T07:17:35
